mode,guidance_scale,negative_prompt,future_latent_slots,sigma_start,denoise_steps,target_latent_idx,target_latent_end,prev_latent_baseline_cos,prev_sequence_baseline_cos,noisy_input_cos,noisy_sequence_input_cos,latent_cos_pred_x0,latent_mse_pred_x0,sequence_cos_pred_x0,sequence_mse_pred_x0,cos_pred_x0_vs_baseline_diff,sequence_cos_pred_x0_vs_baseline_diff,hidden_cos,run_dir,cond_frames,future_pixel_frames,frame_start,frame_stride,cond_latent_frames,summary_target_latent_idx,latent_shape
A0_noised_true_future,1.0,,1,0.5,0,1,2,0.8280352354049683,0.8280352354049683,0.5692898035049438,0.5692898035049438,0.9552847146987915,0.1467573344707489,0.9552847146987915,0.1467573344707489,0.12724947929382324,0.12724947929382324,0.572938859462738,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,1.0,,1,0.8,0,1,2,0.8280352354049683,0.8280352354049683,0.16951851546764374,0.16951851546764374,0.8363760709762573,0.3298798203468323,0.8363760709762573,0.3298798203468323,0.008340835571289062,0.008340835571289062,0.532833456993103,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,1.0,,1,1.0,0,1,2,0.8280352354049683,0.8280352354049683,0.0010555833578109741,0.0010555833578109741,0.14577504992485046,0.46924617886543274,0.14577504992485046,0.46924617886543274,-0.6822601854801178,-0.6822601854801178,0.5076719522476196,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,1.0,,1,2.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.32631716132164,-0.32631716132164,-0.9112839698791504,1.576723337173462,-0.9112839698791504,1.576723337173462,-1.7393192052841187,-1.7393192052841187,0.47118234634399414,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,3.0,,1,0.5,0,1,2,0.8280352354049683,0.8280352354049683,0.5686600208282471,0.5686600208282471,0.9456291794776917,0.14912809431552887,0.9456291794776917,0.14912809431552887,0.11759394407272339,0.11759394407272339,0.5732353925704956,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,3.0,,1,0.8,0,1,2,0.8280352354049683,0.8280352354049683,0.17133890092372894,0.17133890092372894,0.8052101135253906,0.32309430837631226,0.8052101135253906,0.32309430837631226,-0.022825121879577637,-0.022825121879577637,0.5342103242874146,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,3.0,,1,1.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.0013579303631559014,-0.0013579303631559014,0.15778996050357819,0.4668443500995636,0.15778996050357819,0.4668443500995636,-0.6702452749013901,-0.6702452749013901,0.501030445098877,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,3.0,,1,2.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.32758912444114685,-0.32758912444114685,-0.8890631198883057,1.5559858083724976,-0.8890631198883057,1.5559858083724976,-1.717098355293274,-1.717098355293274,0.4669335186481476,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,5.0,,1,0.5,0,1,2,0.8280352354049683,0.8280352354049683,0.5694094896316528,0.5694094896316528,0.9241849780082703,0.1541689932346344,0.9241849780082703,0.1541689932346344,0.096149742603302,0.096149742603302,0.5722469687461853,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,5.0,,1,0.8,0,1,2,0.8280352354049683,0.8280352354049683,0.17143183946609497,0.17143183946609497,0.7460236549377441,0.3241153955459595,0.7460236549377441,0.3241153955459595,-0.08201158046722412,-0.08201158046722412,0.5348089337348938,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,5.0,,1,1.0,0,1,2,0.8280352354049683,0.8280352354049683,0.0013434342108666897,0.0013434342108666897,0.14844858646392822,0.46900951862335205,0.14844858646392822,0.46900951862335205,-0.67958664894104,-0.67958664894104,0.5043946504592896,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,5.0,,1,2.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.3241760730743408,-0.3241760730743408,-0.8602637052536011,1.5406854152679443,-0.8602637052536011,1.5406854152679443,-1.6882989406585693,-1.6882989406585693,0.47139573097229004,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,7.0,,1,0.5,0,1,2,0.8280352354049683,0.8280352354049683,0.5686968564987183,0.5686968564987183,0.9052960276603699,0.15862718224525452,0.9052960276603699,0.15862718224525452,0.07726079225540161,0.07726079225540161,0.5707230567932129,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,7.0,,1,0.8,0,1,2,0.8280352354049683,0.8280352354049683,0.16971662640571594,0.16971662640571594,0.6752337217330933,0.3269282877445221,0.6752337217330933,0.3269282877445221,-0.152801513671875,-0.152801513671875,0.53336501121521,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,7.0,,1,1.0,0,1,2,0.8280352354049683,0.8280352354049683,9.204173693433404e-05,9.204173693433404e-05,0.12313131988048553,0.4792422652244568,0.12313131988048553,0.4792422652244568,-0.7049039155244827,-0.7049039155244827,0.5035551190376282,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,7.0,,1,2.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.3283337950706482,-0.3283337950706482,-0.8266702890396118,1.5596959590911865,-0.8266702890396118,1.5596959590911865,-1.65470552444458,-1.65470552444458,0.472247838973999,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,1.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,0,1,2,0.8280352354049683,0.8280352354049683,0.5692898035049438,0.5692898035049438,0.9552847146987915,0.1467573344707489,0.9552847146987915,0.1467573344707489,0.12724947929382324,0.12724947929382324,0.572938859462738,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,1.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,0,1,2,0.8280352354049683,0.8280352354049683,0.16951851546764374,0.16951851546764374,0.8363760709762573,0.3298798203468323,0.8363760709762573,0.3298798203468323,0.008340835571289062,0.008340835571289062,0.532833456993103,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,1.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,0,1,2,0.8280352354049683,0.8280352354049683,0.0010555833578109741,0.0010555833578109741,0.14577504992485046,0.46924617886543274,0.14577504992485046,0.46924617886543274,-0.6822601854801178,-0.6822601854801178,0.5076719522476196,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,1.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.32631716132164,-0.32631716132164,-0.9112839698791504,1.576723337173462,-0.9112839698791504,1.576723337173462,-1.7393192052841187,-1.7393192052841187,0.47118234634399414,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,3.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,0,1,2,0.8280352354049683,0.8280352354049683,0.5686600208282471,0.5686600208282471,0.9457106590270996,0.14790986478328705,0.9457106590270996,0.14790986478328705,0.11767542362213135,0.11767542362213135,0.5732353925704956,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,3.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,0,1,2,0.8280352354049683,0.8280352354049683,0.17133890092372894,0.17133890092372894,0.8086808919906616,0.32534846663475037,0.8086808919906616,0.32534846663475037,-0.01935434341430664,-0.01935434341430664,0.5342103242874146,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,3.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.0013579303631559014,-0.0013579303631559014,0.19319716095924377,0.4623732566833496,0.19319716095924377,0.4623732566833496,-0.6348380744457245,-0.6348380744457245,0.501030445098877,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,3.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.32758912444114685,-0.32758912444114685,-0.8888243436813354,1.5650080442428589,-0.8888243436813354,1.5650080442428589,-1.7168595790863037,-1.7168595790863037,0.4669335186481476,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,0,1,2,0.8280352354049683,0.8280352354049683,0.5694094896316528,0.5694094896316528,0.928968071937561,0.15110959112644196,0.928968071937561,0.15110959112644196,0.10093283653259277,0.10093283653259277,0.5722469687461853,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,0,1,2,0.8280352354049683,0.8280352354049683,0.17143183946609497,0.17143183946609497,0.7528765201568604,0.3252486288547516,0.7528765201568604,0.3252486288547516,-0.07515871524810791,-0.07515871524810791,0.5348089337348938,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,0,1,2,0.8280352354049683,0.8280352354049683,0.0013434342108666897,0.0013434342108666897,0.1752094328403473,0.4640907943248749,0.1752094328403473,0.4640907943248749,-0.652825802564621,-0.652825802564621,0.5043946504592896,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.3241760730743408,-0.3241760730743408,-0.8552426099777222,1.5442909002304077,-0.8552426099777222,1.5442909002304077,-1.6832778453826904,-1.6832778453826904,0.47139573097229004,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,0,1,2,0.8280352354049683,0.8280352354049683,0.5686968564987183,0.5686968564987183,0.9107892513275146,0.1552737057209015,0.9107892513275146,0.1552737057209015,0.08275401592254639,0.08275401592254639,0.5707230567932129,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,0,1,2,0.8280352354049683,0.8280352354049683,0.16971662640571594,0.16971662640571594,0.7013447880744934,0.3254249095916748,0.7013447880744934,0.3254249095916748,-0.12669044733047485,-0.12669044733047485,0.53336501121521,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,0,1,2,0.8280352354049683,0.8280352354049683,9.204173693433404e-05,9.204173693433404e-05,0.17403779923915863,0.46479684114456177,0.17403779923915863,0.46479684114456177,-0.6539974361658096,-0.6539974361658096,0.5035551190376282,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,0,1,2,0.8280352354049683,0.8280352354049683,-0.3283337950706482,-0.3283337950706482,-0.8200149536132812,1.5567601919174194,-0.8200149536132812,1.5567601919174194,-1.6480501890182495,-1.6480501890182495,0.472247838973999,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_quality,1,4,0,1,1,1,1x16x2x88x160
A0_noised_true_future,1.0,,7,0.8,0,1,8,0.828033447265625,0.7501468658447266,0.16934716701507568,0.19531375169754028,0.8458831906318665,0.31002935767173767,0.8224469423294067,0.42461031675338745,0.017849743366241455,0.07230007648468018,0.6858927011489868,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_7_neg_empty,1,28,0,1,1,1,1x16x8x88x160
A0_noised_true_future,1.0,,7,1.0,0,1,8,0.828033447265625,0.7501468658447266,-0.00011295720469206572,-8.74313700478524e-05,0.11929506808519363,0.4730352461338043,0.006725791841745377,0.6499918699264526,-0.7087383791804314,-0.7434210740029812,0.6721969246864319,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_7_neg_empty,1,28,0,1,1,1,1x16x8x88x160
A0_noised_true_future,1.0,,7,2.0,0,1,8,0.828033447265625,0.7501468658447266,-0.3272497057914734,-0.3701713979244232,-0.9093970060348511,1.711932897567749,-0.9410516619682312,2.3740761280059814,-1.737430453300476,-1.6911985278129578,0.5329777598381042,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_7_neg_empty,1,28,0,1,1,1,1x16x8x88x160
A0_noised_true_future,7.0,,7,0.8,0,1,8,0.828033447265625,0.7501468658447266,0.16798146069049835,0.19520297646522522,0.6503564119338989,0.33079370856285095,0.6880810260772705,0.4395105838775635,-0.17767703533172607,-0.062065839767456055,0.6869009137153625,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_7_neg_empty,1,28,0,1,1,1,1x16x8x88x160
A0_noised_true_future,7.0,,7,1.0,0,1,8,0.828033447265625,0.7501468658447266,0.0005006302380934358,-0.00023999580298550427,-0.008540388196706772,0.5736838579177856,0.0023953132331371307,0.7303130626678467,-0.8365738354623318,-0.7477515526115894,0.6702588796615601,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_7_neg_empty,1,28,0,1,1,1,1x16x8x88x160
A0_noised_true_future,7.0,,7,2.0,0,1,8,0.828033447265625,0.7501468658447266,-0.32649779319763184,-0.3703070878982544,-0.8240448832511902,1.8070642948150635,-0.8713274002075195,2.4213080406188965,-1.6520783305168152,-1.621474266052246,0.5385492444038391,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_7_neg_empty,1,28,0,1,1,1,1x16x8x88x160
A0_noised_true_future,1.0,,10,0.8,0,2,12,0.8892831206321716,0.8065261840820312,0.1908683478832245,0.19853892922401428,0.8389469981193542,0.39580297470092773,0.8488758206367493,0.44412893056869507,-0.05033612251281738,0.04234963655471802,0.6597537994384766,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_8_slots_10_neg_empty,8,40,0,1,2,2,1x16x12x88x160
A0_noised_true_future,1.0,,10,1.0,0,2,12,0.8892831206321716,0.8065261840820312,-0.0019343035528436303,-0.0007429994875565171,0.10635319352149963,0.6093106269836426,0.015040972270071507,0.6749157309532166,-0.782929927110672,-0.7914852118119597,0.6466752290725708,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_8_slots_10_neg_empty,8,40,0,1,2,2,1x16x12x88x160
A0_noised_true_future,1.0,,10,2.0,0,2,12,0.8892831206321716,0.8065261840820312,-0.36477336287498474,-0.37766677141189575,-0.9216086864471436,2.1721088886260986,-0.953027069568634,2.4894509315490723,-1.8108918070793152,-1.7595532536506653,0.5680490732192993,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_8_slots_10_neg_empty,8,40,0,1,2,2,1x16x12x88x160
A0_noised_true_future,7.0,,10,0.8,0,2,12,0.8892831206321716,0.8065261840820312,0.1905992180109024,0.2000320702791214,0.7116355299949646,0.40927428007125854,0.7547950744628906,0.44870173931121826,-0.17764759063720703,-0.051731109619140625,0.657844066619873,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_8_slots_10_neg_empty,8,40,0,1,2,2,1x16x12x88x160
A0_noised_true_future,7.0,,10,1.0,0,2,12,0.8892831206321716,0.8065261840820312,0.0021914313547313213,1.8883671145886183e-05,0.09030696004629135,0.6476722955703735,0.028531959280371666,0.7112634181976318,-0.7989761605858803,-0.7779942248016596,0.6444180011749268,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_8_slots_10_neg_empty,8,40,0,1,2,2,1x16x12x88x160
A0_noised_true_future,7.0,,10,2.0,0,2,12,0.8892831206321716,0.8065261840820312,-0.3652440309524536,-0.37840425968170166,-0.8518269062042236,2.2128794193267822,-0.8987954258918762,2.537914514541626,-1.7411100268363953,-1.7053216099739075,0.5720905065536499,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_8_slots_10_neg_empty,8,40,0,1,2,2,1x16x12x88x160
